web-scraper-order,web-scraper-start-url,author,title,date,content,rating,label
1580574716-4574,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ajeet singh,Happy To Buy First Time In Sale,Reviewed in India on 21 November 2019,"Happy To Buy first time in Redmi Sale Great Experience
Everything is good in this phone",5.0 out of 5 stars,quality
1580574511-3888,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,ANIL KUMAR,Excellent product,Reviewed in India on 16 November 2019,Everything is good,5.0 out of 5 stars,quality
1580574360-3346,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amar Jyoti,Nice phone,Reviewed in India on 4 January 2020,Very good phone at cheap rate,5.0 out of 5 stars,quality
1580573887-1704,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sukhdev Pokharkar,Not any comparator in this price,Reviewed in India on 8 January 2020,"Camera quality is worth price. 4.3 rating
Battery getting charged very quickly 4.5 rating
Performance 5 rating.
Speaker quality 3.5 rating
Alexa not recognising commands 3 rating.
Phone look 4.8",5.0 out of 5 stars,quality
1580573787-1345,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Soaib khan,Value for Money,Reviewed in India on 11 November 2019,Gamer Changer Mobile In this price Range excellent camera battery Life Very Good Fingerprint And Face Lock working Very Fast Value For Money,5.0 out of 5 stars,quality
1580574311-3177,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Superb product,Reviewed in India on 19 January 2020,All of them are very good and I recommended to buy this phone,5.0 out of 5 stars,quality
1580574453-3675,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,k.jeeva,Don't buy for Alexa and camera.,Reviewed in India on 4 January 2020,Alexa app isn't built in. It can be downloaded from play store on any phone. No much difference in 64m camera quality and normal quality .,5.0 out of 5 stars,quality
1580574668-4420,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mahindra,incredible,Reviewed in India on 1 December 2019,very good phone . I got this  phone yesterday. Camera quality is best. All the features is very good,5.0 out of 5 stars,quality
1580574216-2838,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jegatheesh,Heating issue....????????,Reviewed in India on 20 November 2019,"Camera is best and heating issue
Normal usage heavy heating this phone??????",4.0 out of 5 stars,quality
1580574181-2712,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,SACHIN,MI best product,Reviewed in India on 22 January 2020,"Within 15000, best of MI product.",5.0 out of 5 stars,quality
1580574716-4578,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mahesh,Camera very bad,Reviewed in India on 3 December 2019,Camera quality poor,3.0 out of 5 stars,quality
1580573826-1487,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sadik,Nyc,Reviewed in India on 11 November 2019,All rounder phone,5.0 out of 5 stars,quality
1580574506-3870,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,PUSPENDER,Very happy,Reviewed in India on 9 January 2020,"Excellent phone good battery backup and good camera quality.
I am fully satisfied..",5.0 out of 5 stars,quality
1580573441-157,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Dipika,Awesome ????,Reviewed in India on 6 November 2019,Awesome experience with this phone. real camera awesome. battery back up awesome. gaming experience awesome but front camera could have been better ,5.0 out of 5 stars,quality
1580573475-267,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Very good,Reviewed in India on 6 November 2019,Very good,5.0 out of 5 stars,quality
1580574801-4863,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ravi Singh,Best,Reviewed in India on 21 December 2019,Best and cheap price,5.0 out of 5 stars,quality
1580573607-717,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ajay Gumma,Lovely Phone. Truly the best.,Reviewed in India on 3 January 2020,"Got this phone for my mom . It's worth it.

The best phone for the money. But avalability is a big issue. I barely got  one for my mom. Did not get one for myself as it was not available. I got the vivo Y19.  Which I also recommend you check out.",5.0 out of 5 stars,quality
1580574160-2650,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jagat,Nice product,Reviewed in India on 24 January 2020,"Nice product, smooth transition, fast and accurate performance, handy, nice color variants, but i give battery life 4 stars as battery is draining too early even if it is of 4000 MAH.",5.0 out of 5 stars,quality
1580573389-19,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,kamal roy,Don't waste your money,Reviewed in India on 7 November 2019,"I have noticed so many bugs/issues in this device...
1. network signal weak ,data speed slow.
2 heating issue: back side become over heat at the time of talking photos and videos just within 5 to10 minutes.
3. Battery draining fast when I using camera for talking photos as well as videos.
4. camera need improvement 64MP camera that makes me a big Fool its just like my old Asus max Pro m1 16MP camera.
Xiaomi team if u r listening plz plz solve those issues by software updates.",1.0 out of 5 stars,quality
1580574598-4181,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Deva,Nice budget gaming phone,Reviewed in India on 4 January 2020,"Camera quality at night is pretty average
Battery life is enough for a day's usage
Fingerprint reader is fast",5.0 out of 5 stars,quality
1580573876-1662,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Review,Good,Reviewed in India on 1 January 2020,"Good Smartphone at this budget segment.Everyone says phone gets heating Yes I will heat when your in gaming only.The heating is just similar to other phones so we can’t say mistakes by heating problem
Overall this is a beast to me",5.0 out of 5 stars,quality
1580573898-1746,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,divineorigin,Awesome,Reviewed in India on 25 December 2019,"Awesome phone. Good quality camera.
Light weight. Comfortable to handle.",5.0 out of 5 stars,quality
1580574420-3554,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bhagawan,Best battery in segment,Reviewed in India on 22 January 2020,"While having heavy uses you will get 24 hr battery life.
But if you don't use heavily then battery will last for 48 hr.",4.0 out of 5 stars,quality
1580574108-2468,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Must Buy 5*,Reviewed in India on 11 December 2019,"Every thing is superb in this budget. Front and rear cameras are superb superb, better than iPhone 11 cameras. Must purchase. Happy to buy.",5.0 out of 5 stars,quality
1580574172-2689,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Superb mobile,Reviewed in India on 6 December 2019,"Superb mobile,best mobile",5.0 out of 5 stars,quality
1580573564-565,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Av,Worst battery backup.  Dont go for thid,Reviewed in India on 15 November 2019,Dont go for this.  Battery drains so fast with basic whats app operations.  Forget gaming..  it is bad battery maintainance,1.0 out of 5 stars,quality
1580574555-4033,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Ankit yadav,Awesome gaming performance ??????,Reviewed in India on 21 January 2020,Camera quality is not too good but average best budget gaming king available on this price,4.0 out of 5 stars,quality
1580574348-3304,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Akshat Jain,Best phone on this range,Reviewed in India on 4 January 2020,If you are looking for a budget phone. I think this is the best phone. Camera display all works perfectly. Amazon's delivery is fast and safe.,5.0 out of 5 stars,quality
1580574467-3721,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Bhumi,camera quality is excellent,Reviewed in India on 11 January 2020,"battery backup is long-lasting, camera result is excellent good HD quality photos and amazing voice quality having a facility of Alexa.",5.0 out of 5 stars,quality
1580574020-2163,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,P S,Poor quality phone,Reviewed in India on 6 December 2019,It got auto shutdown three times. Also there was no option available to get replacement hence purchased other international brand. It is very good,1.0 out of 5 stars,quality
1580574049-2267,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,abdulhalim,#MiLove Best Quality image camera smartphone,Reviewed in India on 24 November 2019,#MiLove this phone is one of the best smartphone nowadays because it has the better look than others and the feature like camera picture quality gaming others very good.,5.0 out of 5 stars,quality
1580573873-1651,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Miss.RS,Go ahead..best 64mp camera wide a satisfactory wide angle n night mode.,Reviewed in India on 25 November 2019,The new MiUi 11 made the camera more crisp..gave much more clarity. I love Redmi camera cuz it captures teh actual pic..no self edit or anything.. perfect for a photographer like me.,5.0 out of 5 stars,quality
1580574777-4784,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,richa,awesome camera,Reviewed in India on 10 November 2019,camera is incredible,5.0 out of 5 stars,quality
1580574515-3894,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Rehan Akhtar,All is well,Reviewed in India on 25 January 2020,Not bad,2.0 out of 5 stars,quality
1580574158-2634,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Sagar Bhai,About Redme 8pro,Reviewed in India on 19 December 2019,All is good,5.0 out of 5 stars,quality
1580573694-1030,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,nijas mdk,Outstanding performance,Reviewed in India on 14 November 2019,#mi note 8 pro was my update from note 7 pro.And the phone is very good guys.The mediatek processor is very good for gaming.no lags or framedrops occured.The camera is outstanding.The best camera in this price range.The phone looks premium in hand.so when compared to other this is the best phone you will get in this price range.Go for it as it says its a beast.#redmi note 8 pro,5.0 out of 5 stars,quality
1580574067-2321,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Reshav,Awesome,Reviewed in India on 8 November 2019,"Smooth as hell
Mediatek does the phenomenon work
No lags till date",5.0 out of 5 stars,quality
1580573932-1868,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,sheraz,Not satisfied,Reviewed in India on 24 January 2020,Memory 64GB only (not asper the product description). Ear phones not given. Slow working. Price is high for this poor quality mobile. Micro USB pendrive can not be connected.,1.0 out of 5 stars,quality
1580574420-3557,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Niraj kr dubey,Best choice,Reviewed in India on 14 November 2019,"Favorite colour
Beast phone
Fantastic camera
Powerful processor
Gaming excellent
Best in the budget",5.0 out of 5 stars,quality
1580574137-2570,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Praful Ade,Best gaming smartphone under 15000,Reviewed in India on 13 January 2020,"I like this phone, fingerprint and camera are awesome also battery life is good and gaming performance is very good at this price. Redmi note 8 pro is best gaming smartphone under 15000.",5.0 out of 5 stars,quality
1580573873-1657,https://www.amazon.in/Redmi-Note-Pro-Storage-Processor/product-reviews/B07X2KLKRZ/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Deepak Singh,Dissapointed,Reviewed in India on 16 November 2019,"Camera is very poor at low light.
Battery backup is also not good.",2.0 out of 5 stars,quality
